Mailing Address: 390 W 500 S  LEHI, UT 84043-2068
http://www.utahcounty.gov/LandRecords/Property.asp?av_serial=10040021
Mailing Address: 390 W 500 S  LEHI, UT 84043-2068
http://www.utahcounty.gov/LandRecords/Property.asp?av_serial=10040014
Mailing Address: 390 W 500 S  LEHI, UT 84043-2068
http://www.utahcounty.gov/LandRecords/Property.asp?av_serial=10040016
Mailing Address: 260 S 100 E  LEHI, UT 84043-2206
http://www.utahcounty.gov/LandRecords/Property.asp?av_serial=10120017
Mailing Address: 285 S 500 W  LEHI, UT 84043-2041
http://www.utahcounty.gov/LandRecords/Property.asp?av_serial=10170004
